2023-05-11 16:19:04,049 -CRITICAL - Response: 200 | Time: 1.01 ms
2023-05-11 16:19:04,076 -CRITICAL - Response: 200 | Time: 0.98 ms
2023-05-11 16:19:04,083 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,094 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,102 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,112 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,120 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,128 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,136 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,144 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,152 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,160 -CRITICAL - Response: 200 | Time: 0.00 ms
2023-05-11 16:19:04,166 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,173 -CRITICAL - Response: 200 | Time: 0.00 ms
2023-05-11 16:19:04,180 -CRITICAL - Response: 200 | Time: 0.00 ms
2023-05-11 16:19:04,186 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,193 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,201 -CRITICAL - Response: 200 | Time: 0.00 ms
2023-05-11 16:19:04,208 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,215 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,222 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,231 -CRITICAL - Response: 200 | Time: 2.00 ms
2023-05-11 16:19:04,232 -CRITICAL - Response: 200 | Time: 2.00 ms
2023-05-11 16:19:04,239 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,244 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,249 -CRITICAL - Response: 200 | Time: 2.00 ms
2023-05-11 16:19:04,255 -CRITICAL - Response: 200 | Time: 2.00 ms
2023-05-11 16:19:04,265 -CRITICAL - Response: 200 | Time: 2.02 ms
2023-05-11 16:19:04,302 -CRITICAL - Response: 200 | Time: 15.01 ms
2023-05-11 16:19:04,323 -CRITICAL - Response: 200 | Time: 14.00 ms
2023-05-11 16:19:04,327 -CRITICAL - Response: 200 | Time: 14.01 ms
2023-05-11 16:19:04,339 -CRITICAL - Response: 200 | Time: 20.00 ms
2023-05-11 16:19:04,353 -CRITICAL - Response: 200 | Time: 30.00 ms
2023-05-11 16:19:04,358 -CRITICAL - Response: 200 | Time: 38.00 ms
2023-05-11 16:19:04,629 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,636 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,641 -CRITICAL - Response: 200 | Time: 0.00 ms
2023-05-11 16:19:04,648 -CRITICAL - Response: 200 | Time: 3.00 ms
2023-05-11 16:19:04,652 -CRITICAL - Response: 200 | Time: 5.00 ms
2023-05-11 16:19:04,662 -CRITICAL - Response: 200 | Time: 12.00 ms
2023-05-11 16:19:04,671 -CRITICAL - Response: 200 | Time: 5.00 ms
2023-05-11 16:19:04,677 -CRITICAL - Response: 200 | Time: 7.00 ms
2023-05-11 16:19:04,686 -CRITICAL - Response: 200 | Time: 3.00 ms
2023-05-11 16:19:04,692 -CRITICAL - Response: 200 | Time: 7.00 ms
2023-05-11 16:19:04,701 -CRITICAL - Response: 200 | Time: 15.00 ms
2023-05-11 16:19:04,711 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,717 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,726 -CRITICAL - Response: 200 | Time: 0.99 ms
2023-05-11 16:19:04,732 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,738 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,746 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,753 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,760 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,768 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,775 -CRITICAL - Response: 200 | Time: 2.00 ms
2023-05-11 16:19:04,781 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,788 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,795 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:04,801 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:19:20,092 -CRITICAL - Response: 200 | Time: 15284.34 ms
2023-05-11 16:20:04,557 -CRITICAL - Response: 200 | Time: 44453.70 ms
2023-05-11 16:21:17,749 -CRITICAL - Response: 200 | Time: 40323.28 ms
2023-05-11 16:21:17,749 -CRITICAL - Response: 200 | Time: 40323.28 ms
2023-05-11 16:21:30,611 -CRITICAL - Response: 200 | Time: 53184.90 ms
2023-05-11 16:23:15,675 -CRITICAL - Response: 200 | Time: 29459.78 ms
2023-05-11 16:26:07,920 -CRITICAL - Response: 200 | Time: 27747.11 ms
2023-05-11 16:27:30,712 -CRITICAL - Response: 200 | Time: 29028.33 ms
2023-05-11 16:29:21,065 -CRITICAL - Response: 200 | Time: 0.00 ms
2023-05-11 16:29:50,666 -CRITICAL - Response: 200 | Time: 29601.26 ms
2023-05-11 16:31:23,773 -CRITICAL - Response: 200 | Time: 28364.10 ms
2023-05-11 16:32:28,101 -CRITICAL - Response: 200 | Time: 29318.40 ms
2023-05-11 16:34:20,368 -CRITICAL - Response: 200 | Time: 28642.88 ms
2023-05-11 16:48:04,657 -CRITICAL - Response: 200 | Time: 0.00 ms
2023-05-11 16:48:46,268 -CRITICAL - Response: 200 | Time: 41595.47 ms
2023-05-11 16:50:12,494 -CRITICAL - Response: 200 | Time: 50492.50 ms
2023-05-11 16:51:57,878 -CRITICAL - Response: 200 | Time: 47459.22 ms
2023-05-11 16:55:29,291 -CRITICAL - Response: 200 | Time: 54573.65 ms
2023-05-11 16:59:06,900 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-11 16:59:44,301 -CRITICAL - Response: 200 | Time: 37394.66 ms
2023-05-11 16:59:57,642 -CRITICAL - Response: 200 | Time: 1362.53 ms
2023-05-11 17:03:22,337 -CRITICAL - Response: 200 | Time: 37422.60 ms
2023-05-11 17:07:29,409 -CRITICAL - Response: 200 | Time: 52079.68 ms
2023-05-12 05:22:36,027 -CRITICAL - Response: 200 | Time: 2.00 ms
2023-05-12 05:22:42,543 -CRITICAL - Response: 200 | Time: 6505.70 ms
2023-05-12 05:25:11,185 -CRITICAL - Response: 200 | Time: 7068.73 ms
2023-05-12 05:28:37,366 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-12 05:31:39,697 -CRITICAL - Response: 200 | Time: 3.00 ms
2023-05-12 05:31:45,753 -CRITICAL - Response: 200 | Time: 3.00 ms
2023-05-12 05:32:34,356 -CRITICAL - Response: 200 | Time: 2.95 ms
2023-05-12 05:32:46,380 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-12 05:32:50,478 -CRITICAL - Response: 200 | Time: 4089.21 ms
2023-05-12 05:35:45,982 -CRITICAL - Response: 200 | Time: 3783.90 ms
2023-05-12 05:38:08,104 -CRITICAL - Response: 200 | Time: 1.03 ms
2023-05-12 05:38:08,112 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-12 05:41:39,713 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-12 05:42:39,425 -CRITICAL - Response: 200 | Time: 3.01 ms
2023-05-12 05:48:01,972 -CRITICAL - Response: 200 | Time: 5.71 ms
2023-05-12 05:48:48,465 -CRITICAL - Response: 200 | Time: 1.00 ms
2023-05-12 05:54:12,632 -CRITICAL - Response: 200 | Time: 38275.19 ms
2023-05-12 05:54:54,970 -CRITICAL - Response: 200 | Time: 1.01 ms
2023-05-12 05:55:03,875 -CRITICAL - Response: 200 | Time: 8898.20 ms
2023-05-12 05:57:11,562 -CRITICAL - Response: 200 | Time: 34927.06 ms
2023-05-12 09:09:59,046 -CRITICAL - Response: 200 | Time: 0.00 ms
2023-05-12 09:11:41,735 -CRITICAL - Response: 200 | Time: 20997.97 ms
2023-05-12 09:13:27,289 -CRITICAL - Response: 200 | Time: 4194.15 ms
2023-05-12 09:13:54,084 -CRITICAL - Response: 422 | Time: 0.00 ms
2023-05-12 09:14:06,747 -CRITICAL - Response: 422 | Time: 0.00 ms
2023-05-12 09:14:45,364 -CRITICAL - Response: 200 | Time: 26122.35 ms
2023-05-12 09:15:34,438 -CRITICAL - Response: 200 | Time: 1.01 ms
2023-05-12 09:19:47,137 -CRITICAL - Response: 200 | Time: 1861.65 ms
